ml_idx,name_cn,ml_seq,player_id,squad_index
0,ARSENAL,0,45144,0
0,ARSENAL,0,106893,1
0,ARSENAL,0,109571,2
0,ARSENAL,0,111207,3
0,ARSENAL,0,127544,4
0,ARSENAL,0,112069,5
0,ARSENAL,0,101849,6
0,ARSENAL,0,101615,7
0,ARSENAL,0,103404,8
0,ARSENAL,0,126164,9
0,ARSENAL,0,40323,10
0,ARSENAL,0,58503,11
0,ARSENAL,0,35207,12
0,ARSENAL,0,47288,13
0,ARSENAL,0,42535,14
0,ARSENAL,0,100510,15
0,ARSENAL,0,42424,16
0,ARSENAL,0,104710,17
0,ARSENAL,0,38297,18
0,ARSENAL,0,107716,19
0,ARSENAL,0,132518,20
0,ARSENAL,0,40507,21
0,ARSENAL,0,117916,22
0,ARSENAL,0,120432,23
0,ARSENAL,0,140814,24
0,ARSENAL,0,143923,25
0,ARSENAL,0,144222,26
0,ARSENAL,0,144098,27
0,ARSENAL,0,141692,28
0,ARSENAL,0,141693,29
0,ARSENAL,0,117940,30
0,ARSENAL,0,133551,31
1,ASTON RB,1,101076,32
1,ASTON RB,1,110794,33
1,ASTON RB,1,107635,34
1,ASTON RB,1,37707,35
1,ASTON RB,1,103886,36
1,ASTON RB,1,116211,37
1,ASTON RB,1,128694,38
1,ASTON RB,1,60922,39
1,ASTON RB,1,103398,40
1,ASTON RB,1,112070,41
1,ASTON RB,1,118042,42
1,ASTON RB,1,44504,43
1,ASTON RB,1,46978,44
1,ASTON RB,1,114029,45
1,ASTON RB,1,44565,46
1,ASTON RB,1,102387,47
1,ASTON RB,1,59842,48
1,ASTON RB,1,143418,49
1,ASTON RB,1,44702,50
1,ASTON RB,1,101115,51
1,ASTON RB,1,143749,52
1,ASTON RB,1,111277,53
1,ASTON RB,1,113247,54
1,ASTON RB,1,101355,55
1,ASTON RB,1,142417,56
1,ASTON RB,1,100400,57
1,ASTON RB,1,142421,58
1,ASTON RB,1,142433,59
1,ASTON RB,1,138599,60
1,ASTON RB,1,142422,61
1,ASTON RB,1,142423,62
1,ASTON RB,1,142429,63
1,ASTON RB,1,142432,64
1,ASTON RB,1,142420,65
1,ASTON RB,1,142425,66
1,ASTON RB,1,142426,67
1,ASTON RB,1,107612,68
1,ASTON RB,1,142434,69
1,ASTON RB,1,142430,70
1,ASTON RB,1,142431,71
1,ASTON RB,1,362456,1
1,ASTON RB,1,1769471,4294901802
1,ASTON RB,1,1179675,1966084
1,ASTON RB,1,1376271,2686982
1,ASTON RB,1,1441804,720903
1,ASTON RB,1,1638419,196610
1,ASTON RB,1,3407882,1310780
1,ASTON RB,1,1507329,589863
1,ASTON RB,1,4063272,2883589
1,ASTON RB,1,2490402,1572897
1,ASTON RB,1,1114143,1900587
1,ASTON RB,1,37,2293802
2,BRIGHTON WB,2,128299,72
2,BRIGHTON WB,2,113603,73
2,BRIGHTON WB,2,114044,74
2,BRIGHTON WB,2,61177,75
2,BRIGHTON WB,2,133281,76
2,BRIGHTON WB,2,112218,77
2,BRIGHTON WB,2,117779,78
2,BRIGHTON WB,2,142353,79
2,BRIGHTON WB,2,59589,80
2,BRIGHTON WB,2,119700,81
2,BRIGHTON WB,2,38352,82
2,BRIGHTON WB,2,37289,83
2,BRIGHTON WB,2,46850,84
2,BRIGHTON WB,2,100246,85
2,BRIGHTON WB,2,142739,86
2,BRIGHTON WB,2,143196,87
2,BRIGHTON WB,2,113248,88
2,BRIGHTON WB,2,46531,89
2,BRIGHTON WB,2,116543,90
2,BRIGHTON WB,2,119437,91
2,BRIGHTON WB,2,102440,92
2,BRIGHTON WB,2,116393,93
2,BRIGHTON WB,2,118412,94
2,BRIGHTON WB,2,101610,95
2,BRIGHTON WB,2,143195,96
2,BRIGHTON WB,2,140577,97
2,BRIGHTON WB,2,132561,98
2,BRIGHTON WB,2,133709,99
2,BRIGHTON WB,2,100261,100
2,BRIGHTON WB,2,40390,101
2,BRIGHTON WB,2,123047,102
2,BRIGHTON WB,2,133566,103
2,BRIGHTON WB,2,133565,104
2,BRIGHTON WB,2,142352,105
2,BRIGHTON WB,2,47429,106
3,BURNLEY RB,3,110698,107
3,BURNLEY RB,3,101781,108
3,BURNLEY RB,3,100297,109
3,BURNLEY RB,3,47068,110
3,BURNLEY RB,3,104344,111
3,BURNLEY RB,3,47382,112
3,BURNLEY RB,3,41111,113
3,BURNLEY RB,3,106436,114
3,BURNLEY RB,3,124840,115
3,BURNLEY RB,3,57413,116
3,BURNLEY RB,3,40786,117
3,BURNLEY RB,3,117891,118
3,BURNLEY RB,3,126868,119
3,BURNLEY RB,3,137425,120
3,BURNLEY RB,3,9043,121
3,BURNLEY RB,3,35086,122
3,BURNLEY RB,3,100257,123
3,BURNLEY RB,3,128426,124
3,BURNLEY RB,3,42549,125
3,BURNLEY RB,3,59767,126
3,BURNLEY RB,3,39259,127
3,BURNLEY RB,3,101359,128
3,BURNLEY RB,3,133290,129
3,BURNLEY RB,3,103830,130
3,BURNLEY RB,3,100292,131
3,BURNLEY RB,3,131057,132
3,BURNLEY RB,3,127055,133
3,BURNLEY RB,3,120813,134
3,BURNLEY RB,3,138150,135
4,CHELSEA B,4,113441,136
4,CHELSEA B,4,103845,137
4,CHELSEA B,4,35876,138
4,CHELSEA B,4,104677,139
4,CHELSEA B,4,126046,140
4,CHELSEA B,4,43157,141
4,CHELSEA B,4,132387,142
4,CHELSEA B,4,101334,143
4,CHELSEA B,4,112104,144
4,CHELSEA B,4,47002,145
4,CHELSEA B,4,116652,146
4,CHELSEA B,4,3272,147
4,CHELSEA B,4,47242,148
4,CHELSEA B,4,39173,149
4,CHELSEA B,4,45076,150
4,CHELSEA B,4,144578,151
4,CHELSEA B,4,59993,152
4,CHELSEA B,4,59458,153
4,CHELSEA B,4,43135,154
4,CHELSEA B,4,114506,155
4,CHELSEA B,4,120309,156
4,CHELSEA B,4,38627,157
4,CHELSEA B,4,113066,158
4,CHELSEA B,4,132938,159
4,CHELSEA B,4,110079,160
4,CHELSEA B,4,138451,161
4,CHELSEA B,4,118096,162
4,CHELSEA B,4,133549,163
5,CRYSTAL PALACE RB,5,46598,164
5,CRYSTAL PALACE RB,5,40125,165
5,CRYSTAL PALACE RB,5,32385,166
5,CRYSTAL PALACE RB,5,40704,167
5,CRYSTAL PALACE RB,5,134798,168
5,CRYSTAL PALACE RB,5,40569,169
5,CRYSTAL PALACE RB,5,114906,170
5,CRYSTAL PALACE RB,5,61710,171
5,CRYSTAL PALACE RB,5,43170,172
5,CRYSTAL PALACE RB,5,59760,173
5,CRYSTAL PALACE RB,5,38845,174
5,CRYSTAL PALACE RB,5,32135,175
5,CRYSTAL PALACE RB,5,38630,176
5,CRYSTAL PALACE RB,5,37294,177
5,CRYSTAL PALACE RB,5,40302,178
5,CRYSTAL PALACE RB,5,37086,179
5,CRYSTAL PALACE RB,5,47238,180
5,CRYSTAL PALACE RB,5,42660,181
5,CRYSTAL PALACE RB,5,60430,182
5,CRYSTAL PALACE RB,5,60914,183
5,CRYSTAL PALACE RB,5,42578,184
5,CRYSTAL PALACE RB,5,44401,185
5,CRYSTAL PALACE RB,5,114577,186
5,CRYSTAL PALACE RB,5,46975,187
5,CRYSTAL PALACE RB,5,37017,188
5,CRYSTAL PALACE RB,5,126926,189
5,CRYSTAL PALACE RB,5,119868,190
5,CRYSTAL PALACE RB,5,143573,191
5,CRYSTAL PALACE RB,5,42666,192
5,CRYSTAL PALACE RB,5,144115,193
5,CRYSTAL PALACE RB,5,44678,194
6,EVERTON B,6,47286,195
6,EVERTON B,6,103514,196
6,EVERTON B,6,111017,197
6,EVERTON B,6,109560,198
6,EVERTON B,6,45089,199
6,EVERTON B,6,47533,200
6,EVERTON B,6,45641,201
6,EVERTON B,6,40283,202
6,EVERTON B,6,110866,203
6,EVERTON B,6,41581,204
6,EVERTON B,6,114663,205
6,EVERTON B,6,101870,206
6,EVERTON B,6,126595,207
6,EVERTON B,6,61468,208
6,EVERTON B,6,133668,209
6,EVERTON B,6,100449,210
6,EVERTON B,6,40557,211
6,EVERTON B,6,47433,212
6,EVERTON B,6,112573,213
6,EVERTON B,6,43421,214
6,EVERTON B,6,46037,215
6,EVERTON B,6,106410,216
6,EVERTON B,6,59959,217
6,EVERTON B,6,143343,218
6,EVERTON B,6,143948,219
6,EVERTON B,6,143725,220
6,EVERTON B,6,144273,221
6,EVERTON B,6,143726,222
6,EVERTON B,6,142871,223
6,EVERTON B,6,59966,224
6,EVERTON B,6,142872,225
6,EVERTON B,6,144274,226
6,EVERTON B,6,119838,227
7,FULHAM W,7,42825,228
7,FULHAM W,7,103551,229
7,FULHAM W,7,59596,230
7,FULHAM W,7,110679,231
7,FULHAM W,7,140702,232
7,FULHAM W,7,108941,233
7,FULHAM W,7,61182,234
7,FULHAM W,7,108927,235
7,FULHAM W,7,104724,236
7,FULHAM W,7,108402,237
7,FULHAM W,7,61045,238
7,FULHAM W,7,107934,239
7,FULHAM W,7,43612,240
7,FULHAM W,7,100588,241
7,FULHAM W,7,46541,242
7,FULHAM W,7,46858,243
7,FULHAM W,7,106843,244
7,FULHAM W,7,108931,245
7,FULHAM W,7,47786,246
7,FULHAM W,7,104722,247
7,FULHAM W,7,110599,248
7,FULHAM W,7,60554,249
7,FULHAM W,7,114583,250
7,FULHAM W,7,38810,251
7,FULHAM W,7,112965,252
7,FULHAM W,7,39255,253
7,FULHAM W,7,41120,254
7,FULHAM W,7,126297,255
7,FULHAM W,7,134705,256
8,LEEDS W,8,126390,257
8,LEEDS W,8,61056,258
8,LEEDS W,8,106413,259
8,LEEDS W,8,123446,260
8,LEEDS W,8,110356,261
8,LEEDS W,8,101761,262
8,LEEDS W,8,118057,263
8,LEEDS W,8,110644,264
8,LEEDS W,8,121962,265
8,LEEDS W,8,47680,266
8,LEEDS W,8,101113,267
8,LEEDS W,8,34002,268
8,LEEDS W,8,38362,269
8,LEEDS W,8,42290,270
8,LEEDS W,8,134043,271
8,LEEDS W,8,127380,272
8,LEEDS W,8,126421,273
8,LEEDS W,8,141507,274
8,LEEDS W,8,36876,275
8,LEEDS W,8,109129,276
8,LEEDS W,8,107345,277
8,LEEDS W,8,128343,278
8,LEEDS W,8,42538,279
8,LEEDS W,8,126865,280
8,LEEDS W,8,134522,281
8,LEEDS W,8,140570,282
8,LEEDS W,8,144549,283
8,LEEDS W,8,142259,284
8,LEEDS W,8,101668,285
8,LEEDS W,8,132152,286
8,LEEDS W,8,126785,287
8,LEEDS W,8,142345,288
9,LEICESTER B,9,9042,289
9,LEICESTER B,9,121373,290
9,LEICESTER B,9,117886,291
9,LEICESTER B,9,112084,292
9,LEICESTER B,9,46819,293
9,LEICESTER B,9,40281,294
9,LEICESTER B,9,59801,295
9,LEICESTER B,9,114961,296
9,LEICESTER B,9,114036,297
9,LEICESTER B,9,108709,298
9,LEICESTER B,9,100159,299
9,LEICESTER B,9,45458,300
9,LEICESTER B,9,35505,301
9,LEICESTER B,9,100140,302
9,LEICESTER B,9,102560,303
9,LEICESTER B,9,35499,304
9,LEICESTER B,9,138542,305
9,LEICESTER B,9,42805,306
9,LEICESTER B,9,111909,307
9,LEICESTER B,9,46642,308
9,LEICESTER B,9,100809,309
9,LEICESTER B,9,114855,310
9,LEICESTER B,9,116230,311
9,LEICESTER B,9,101195,312
9,LEICESTER B,9,141830,313
9,LEICESTER B,9,141831,314
9,LEICESTER B,9,130572,315
9,LEICESTER B,9,143184,316
9,LEICESTER B,9,127538,317
9,LEICESTER B,9,143308,318
9,LEICESTER B,9,141832,319
9,LEICESTER B,9,141508,320
9,LEICESTER B,9,144004,321
10,LIVERPOOL R,10,63474,322
10,LIVERPOOL R,10,126078,323
10,LIVERPOOL R,10,140768,324
10,LIVERPOOL R,10,113405,325
10,LIVERPOOL R,10,101028,326
10,LIVERPOOL R,10,63607,327
10,LIVERPOOL R,10,41126,328
10,LIVERPOOL R,10,123225,329
10,LIVERPOOL R,10,57123,330
10,LIVERPOOL R,10,57304,331
10,LIVERPOOL R,10,105029,332
10,LIVERPOOL R,10,47250,333
10,LIVERPOOL R,10,41135,334
10,LIVERPOOL R,10,44840,335
10,LIVERPOOL R,10,133743,336
10,LIVERPOOL R,10,133744,337
10,LIVERPOOL R,10,108225,338
10,LIVERPOOL R,10,133589,339
10,LIVERPOOL R,10,36288,340
10,LIVERPOOL R,10,40295,341
10,LIVERPOOL R,10,113409,342
10,LIVERPOOL R,10,40422,343
10,LIVERPOOL R,10,47788,344
10,LIVERPOOL R,10,114022,345
10,LIVERPOOL R,10,143600,346
10,LIVERPOOL R,10,143601,347
10,LIVERPOOL R,10,143901,348
10,LIVERPOOL R,10,104337,349
10,LIVERPOOL R,10,106429,350
10,LIVERPOOL R,10,124270,351
10,LIVERPOOL R,10,4882,352
10,LIVERPOOL R,10,45126,353
10,LIVERPOOL R,10,100871,354
10,LIVERPOOL R,10,135549,355
10,LIVERPOOL R,10,108233,356
11,MANCHESTER B,11,7941,357
11,MANCHESTER B,11,126337,358
11,MANCHESTER B,11,59766,359
11,MANCHESTER B,11,41119,360
11,MANCHESTER B,11,47787,361
11,MANCHESTER B,11,110815,362
11,MANCHESTER B,11,104226,363
11,MANCHESTER B,11,45945,364
11,MANCHESTER B,11,116751,365
11,MANCHESTER B,11,45268,366
11,MANCHESTER B,11,108200,367
11,MANCHESTER B,11,123302,368
11,MANCHESTER B,11,47522,369
11,MANCHESTER B,11,47785,370
11,MANCHESTER B,11,111800,371
11,MANCHESTER B,11,60443,372
11,MANCHESTER B,11,113340,373
11,MANCHESTER B,11,31052,374
11,MANCHESTER B,11,114808,375
11,MANCHESTER B,11,44379,376
11,MANCHESTER B,11,138156,377
11,MANCHESTER B,11,61725,378
11,MANCHESTER B,11,33702,379
11,MANCHESTER B,11,46815,380
11,MANCHESTER B,11,141479,381
11,MANCHESTER B,11,142290,382
11,MANCHESTER B,11,126511,383
11,MANCHESTER B,11,132627,384
11,MANCHESTER B,11,126510,385
11,MANCHESTER B,11,127617,386
11,MANCHESTER B,11,140760,387
12,MANCHESTER UNITED,12,111450,388
12,MANCHESTER UNITED,12,104647,389
12,MANCHESTER UNITED,12,109123,390
12,MANCHESTER UNITED,12,114876,391
12,MANCHESTER UNITED,12,47070,392
12,MANCHESTER UNITED,12,116605,393
12,MANCHESTER UNITED,12,57433,394
12,MANCHESTER UNITED,12,60512,395
