team_id,player_id
1,101265
1,40701
1,47375
1,40283
1,45439
1,101102
1,112973
1,61081
1,45124
1,118412
1,34626
1,114022
1,126908
1,38790
1,100292
1,43166
1,5434
1,101777
1,106435
1,118411
1,59767
1,47645
1,130414
2,110698
2,42808
2,35505
2,101761
2,118225
2,101764
2,104668
2,7946
2,39206
2,121485
2,35508
2,59897
2,121423
2,130362
2,101087
2,112193
2,43054
2,124468
2,42657
2,47385
2,101091
2,111118
2,112194
3,59895
3,42353
3,116605
3,112069
3,121480
3,101028
3,132387
3,103559
3,112070
3,114147
3,132227
3,9534
3,112747
3,38362
3,113605
3,121439
3,135102
3,115231
3,42918
3,116139
3,101784
3,121448
3,121455
3,124458
3,121490
3,121561
4,45458
4,114948
4,110946
4,115652
4,45134
4,44560
4,111139
4,38082
4,110947
4,35496
4,114999
4,32135
4,112962
4,118657
4,123206
4,37293
4,133744
4,120378
4,134470
4,115227
4,59159
4,109128
4,109129
4,133132
4,130472
4,143116
5,47286
5,47785
5,100400
5,126046
5,47070
5,108959
5,110356
5,118096
5,114808
5,45268
5,47287
5,106425
5,115228
5,45270
5,109329
5,100299
5,110079
5,40295
5,132933
5,118007
5,101115
5,110638
5,114663
5,114044
5,41119
5,127544
6,34868
6,9133
6,111800
6,108696
6,59835
6,43015
6,60627
6,60512
6,104226
6,108233
6,4522
6,40990
6,47215
6,34799
6,118136
6,109540
6,9138
6,104204
6,110578
6,60391
6,118444
6,126336
6,109343
6,44171
6,132756
6,107674
7,106957
7,47522
7,114910
7,103008
7,40425
7,110815
7,41082
7,133157
7,57349
7,110902
7,43094
7,40571
7,128299
7,61056
7,126337
7,35876
7,61058
7,41126
7,108239
7,43262
7,61050
7,116751
7,110596
7,38568
8,8574
8,43076
8,103206
8,104752
8,45089
8,101334
8,45023
8,47051
8,42316
8,110718
8,8944
8,37026
8,60447
8,104418
8,110784
8,104271
8,104717
8,37035
8,60906
8,100967
8,108069
8,110626
8,38627
8,45076
8,60446
8,42296
9,44383
9,103293
9,38796
9,34905
9,59802
9,59801
9,46647
9,63916
9,40065
9,57213
9,40122
9,42664
9,106754
9,41006
9,117886
9,37827
9,46642
9,113244
9,44379
9,127516
9,36998
9,38845
9,44401
9,6263
9,119700
9,42552
10,3222
10,114105
10,40875
10,38797
10,111986
10,42660
10,46866
10,108662
10,36288
10,103142
10,46879
10,32485
10,42539
10,46850
10,59766
10,132155
10,114604
10,127069
10,45393
10,44849
10,63489
10,38491
10,117932
10,118316
10,122012
11,36627
11,109124
11,109126
11,43467
11,60510
11,59504
11,42424
11,111138
11,40422
11,41063
11,101875
11,117410
11,142061
11,59486
11,110790
11,101011
11,103036
11,113338
11,110812
11,117803
11,119463
11,39473
11,59985
11,126231
11,117804
11,114398
12,108279
12,33079
12,8851
12,116970
12,100630
12,59458
12,103686
12,107949
12,59481
12,46235
12,41066
12,32764
12,104485
12,44676
12,47128
12,114662
12,59993
12,63520
12,109252
12,100117
12,114235
12,100607
12,122716
12,47011
12,46003
12,108206
13,45383
13,40110
13,45208
13,126345
13,117424
13,132167
13,118021
13,46564
13,123125
13,104699
13,102719
13,57371
13,110654
13,45065
13,135536
13,42446
13,128348
13,116060
13,128349
13,130145
13,34832
13,57413
13,116061
13,118152
13,126178
13,144729
14,33185
14,36769
14,61681
14,104677
14,109005
14,101725
14,45945
14,36770
14,40714
14,114506
14,60884
14,45144
14,109010
14,116136
14,134043
14,116651
14,142133
14,46825
14,60380
14,130016
14,102901
14,61683
14,116652
14,116647
14,138000
14,110827
15,9042
15,38054
15,103845
15,112433
15,38338
15,119695
15,59547
15,40150
15,60622
15,120428
15,105057
15,104289
15,116137
15,103551
15,40154
15,120439
15,47657
15,120426
15,120514
15,120411
15,47076
15,113707
15,122035
15,36807
15,42540
15,40871
16,32844
16,45497
16,121422
16,44669
16,123152
16,45247
16,116066
16,125778
16,103404
16,133543
16,110838
16,57006
16,105039
16,40273
16,107204
16,128740
16,103506
16,142236
16,103133
16,61082
16,113663
16,140819
16,59959
17,101870
17,109123
17,120699
17,38765
17,104794
17,100526
17,38062
17,9425
17,101872
17,115079
17,100992
17,46865
17,47550
17,101845
17,101846
17,109911
17,35321
17,35392
17,125984
17,116226
17,120854
17,123721
17,45368
17,35191
17,117459
17,114932
18,43415
18,40904
18,35067
18,101219
18,36743
18,105043
18,45504
18,45374
18,106409
18,40173
18,45373
18,35492
18,57011
18,46857
18,109904
18,43243
18,30341
18,105041
18,114085
18,143427
18,130412
18,120782
18,126613
18,129044
18,114574
